"County","County Name","Election District - Precinct","Congressional","Legislative","Office Name","Office District","Candidate Name","Party","Winner","Early Votes","Election Night Votes","Mail-In Ballot 1 Votes","Provisional Votes","Mail-In Ballot 2 Votes" 
"16","Montgomery County","007-016","08","18","Judge Circuit Court","Montgomery County Circuit Court 06","Kathleen Dumais","DEM","Y","48","190","88","19","91" 
"16","Montgomery County","007-016","08","18","Judge Circuit Court","Montgomery County Circuit Court 06","Thomas P. Johnson, III","DEM","","9","42","28","6","23" 
"16","Montgomery County","007-016","08","18","Judge Circuit Court","Montgomery County Circuit Court 06","Rachel Theora McGuckian","DEM","Y","48","182","88","20","85" 
"16","Montgomery County","007-016","08","18","Judge Circuit Court","Montgomery County Circuit Court 06","Marylin Pierre","DEM","","14","73","34","10","37" 
"16","Montgomery County","007-016","08","18","State's Attorney","16","Tom DeGonia","DEM","","7","31","15","10","21" 
"16","Montgomery County","007-016","08","18","State's Attorney","16","John McCarthy","DEM","Y","33","129","74","14","71" 
"16","Montgomery County","007-016","08","18","State's Attorney","16","Bernice Mireku-North","DEM","","9","42","15","7","17" 
"16","Montgomery County","007-016","08","18","State's Attorney","16","Perry Paylor","DEM","","8","21","14","1","14" 
"16","Montgomery County","007-016","08","18","Clerk Circuit Court","16","Alan S. Bowser","DEM","","18","51","33","12","33" 
"16","Montgomery County","007-016","08","18","Clerk Circuit Court","16","Karen Bushell","DEM","Y","31","145","59","19","68" 
"16","Montgomery County","007-016","08","18","Register of Wills","16","Joseph M. Griffin","DEM","Y","51","203","93","31","99" 
"16","Montgomery County","007-016","08","18","Sheriff","16","Robert Bass","DEM","","16","99","38","7","38" 
"16","Montgomery County","007-016","08","18","Sheriff","16","Maxwell Cornelius Uy","DEM","Y","31","97","63","18","62" 
"16","Montgomery County","007-016","08","18","DEM Cent Comm at Large","16","Tazeen Ahmad","DEM","","19","105","37","16","47" 
"16","Montgomery County","007-016","08","18","DEM Cent Comm at Large","16","Sarah Brand","DEM","Y","26","118","55","16","56" 
"16","Montgomery County","007-016","08","18","DEM Cent Comm at Large","16","Ilhan Cagri","DEM","","20","92","49","14","45" 
"16","Montgomery County","007-016","08","18","DEM Cent Comm at Large","16","Barbara Ebel","DEM","Y","20","97","45","15","44" 
"16","Montgomery County","007-016","08","18","DEM Cent Comm at Large","16","Marjorie Goldman","DEM","Y","28","100","42","11","43" 
"16","Montgomery County","007-016","08","18","DEM Cent Comm at Large","16","Raju Mahajan","DEM","","16","78","28","10","26" 
"16","Montgomery County","007-016","08","18","DEM Cent Comm at Large","16","Marko G. Rivera-Oven","DEM","Y","22","108","46","10","39" 
"16","Montgomery County","007-016","08","18","DEM Cent Comm at Large","16","Andrew D. Saundry","DEM","Y","21","99","41","11","54" 
"16","Montgomery County","007-016","08","18","DEM Cent Comm at Large","16","Michael Tardif","DEM","Y","17","103","47","9","41" 
"16","Montgomery County","007-016","08","18","DEM Cent Comm at Large","16","Michelle C. Whittaker","DEM","Y","25","92","41","12","51" 
"16","Montgomery County","007-016","08","18","DEM Cent Comm at Large","16","Peter Witzler","DEM","Y","25","97","48","12","40" 
"16","Montgomery County","007-016","08","18","DEM Cent Comm","18","Shruti Bhatnagar","DEM","Y","36","144","62","20","65" 
"16","Montgomery County","007-016","08","18","DEM Cent Comm","18","Edward Fischman","DEM","Y","9","68","28","7","29" 
"16","Montgomery County","007-016","08","18","DEM Cent Comm","18","Marquette D. Rogers","DEM","","11","55","14","5","22" 
"16","Montgomery County","007-016","08","18","DEM Cent Comm","18","Marcus A. Vessels","DEM","","9","34","12","7","17" 
"16","Montgomery County","007-018","08","16","Governor / Lt. Governor","","Rushern L. Baker, III and Nancy Navarro","DEM","","2","4","2","0","1" 
"16","Montgomery County","007-018","08","16","Governor / Lt. Governor","","Jon Baron and Natalie Williams","DEM","","0","11","20","3","5" 
"16","Montgomery County","007-018","08","16","Governor / Lt. Governor","","Peter Franchot and Monique Anderson-Walker","DEM","","2","29","27","2","1" 
"16","Montgomery County","007-018","08","16","Governor / Lt. Governor","","Douglas F. Gansler and Candace Hollingsworth","DEM","","1","11","8","1","3" 
"16","Montgomery County","007-018","08","16","Governor / Lt. Governor","","Ralph W. Jaffe and Mark Greben","DEM","","0","1","1","0","0" 
"16","Montgomery County","007-018","08","16","Governor / Lt. Governor","","Ashwani Jain and LaTrece Hawkins Lytes","DEM","","0","4","0","0","2" 
"16","Montgomery County","007-018","08","16","Governor / Lt. Governor","","John King and Michelle Daugherty Siri","DEM","","5","12","17","1","3" 
"16","Montgomery County","007-018","08","16","Governor / Lt. Governor","","Wes Moore and Aruna Miller","DEM","Y","16","61","42","9","13" 
"16","Montgomery County","007-018","08","16","Governor / Lt. Governor","","Tom Perez and Shannon Sneed","DEM","","37","204","171","24","40" 
"16","Montgomery County","007-018","08","16","Governor / Lt. Governor","","Jerome M. Segal and Justinian M. Dispenza","DEM","","0","0","0","0","0" 
"16","Montgomery County","007-018","08","16","Comptroller","","Timothy J. Adams","DEM","","5","28","32","2","9" 
"16","Montgomery County","007-018","08","16","Comptroller","","Brooke Elizabeth Lierman","DEM","Y","55","290","241","37","54" 
"16","Montgomery County","007-018","08","16","Attorney General","","Anthony G. Brown","DEM","Y","17","81","85","12","24" 
"16","Montgomery County","007-018","08","16","Attorney General","","Katie Curran O'Malley","DEM","","43","236","199","28","41" 
"16","Montgomery County","007-018","08","16","U.S. Senator","","Michelle L. Smith","DEM","","2","21","9","1","3" 
"16","Montgomery County","007-018","08","16","U.S. Senator","","Chris Van Hollen","DEM","Y","61","313","286","41","66" 
"16","Montgomery County","007-018","08","16","U.S. Congress","08","Andalib Odulate","DEM","","1","9","1","0","4" 
"16","Montgomery County","007-018","08","16","U.S. Congress","08","Jamie Raskin","DEM","Y","62","330","293","42","65" 
"16","Montgomery County","007-018","08","16","State Senator","16","Susan C. Lee","DEM","Y","55","307","251","34","59" 
"16","Montgomery County","007-018","08","16","House of Delegates","16","Ariana Kelly","DEM","Y","57","278","245","31","57" 
"16","Montgomery County","007-018","08","16","House of Delegates","16","Marc Korman","DEM","Y","58","291","243","30","57" 
"16","Montgomery County","007-018","08","16","House of Delegates","16","Sara N. Love","DEM","Y","58","284","237","32","55" 
"16","Montgomery County","007-018","08","16","County Executive","16","David T. Blair","DEM","","24","136","107","18","22" 
"16","Montgomery County","007-018","08","16","County Executive","16","Marc Elrich","DEM","Y","22","102","109","11","17" 
"16","Montgomery County","007-018","08","16","County Executive","16","Peter James","DEM","","0","0","2","0","0" 
"16","Montgomery County","007-018","08","16","County Executive","16","Hans Riemer","DEM","","17","100","72","12","24" 
"16","Montgomery County","007-018","08","16","County Council At Large","16","Gabe Albornoz","DEM","Y","49","220","201","28","41" 
"16","Montgomery County","007-018","08","16","County Council At Large","16","Brandy H. M. Brooks","DEM","","9","45","39","6","12" 
"16","Montgomery County","007-018","08","16","County Council At Large","16","Dana E. Gassaway","DEM","","4","58","31","4","8" 
"16","Montgomery County","007-018","08","16","County Council At Large","16","Evan Glass","DEM","Y","48","210","206","23","43" 
"16","Montgomery County","007-018","08","16","County Council At Large","16","Scott Evan Goldberg","DEM","","31","161","136","20","32" 
"16","Montgomery County","007-018","08","16","County Council At Large","16","Tom Hucker","DEM","","16","74","73","12","23" 
"16","Montgomery County","007-018","08","16","County Council At Large","16","Will Jawando","DEM","Y","43","203","167","25","40" 
"16","Montgomery County","007-018","08","16","County Council At Large","16","Laurie-Anne Sayles","DEM","Y","22","118","100","11","24" 
"16","Montgomery County","007-018","08","16","County Council","001","Andrew Friedson","DEM","Y","56","282","235","31","53" 
"16","Montgomery County","007-018","08","16","Judge Circuit Court","Montgomery County Circuit Court 06","Carlos F. Acosta","DEM","Y","41","185","202","29","46" 
"16","Montgomery County","007-018","08","16","Judge Circuit Court","Montgomery County Circuit Court 06","Theresa M. Chernosky","DEM","Y","47","218","223","26","47" 
"16","Montgomery County","007-018","08","16","Judge Circuit Court","Montgomery County Circuit Court 06","Kathleen Dumais","DEM","Y","47","212","219","29","44" 
"16","Montgomery County","007-018","08","16","Judge Circuit Court","Montgomery County Circuit Court 06","Thomas P. Johnson, III","DEM","","7","39","29","4","6" 
"16","Montgomery County","007-018","08","16","Judge Circuit Court","Montgomery County Circuit Court 06","Rachel Theora McGuckian","DEM","Y","47","212","213","27","45" 
"16","Montgomery County","007-018","08","16","Judge Circuit Court","Montgomery County Circuit Court 06","Marylin Pierre","DEM","","11","83","49","7","13" 
"16","Montgomery County","007-018","08","16","State's Attorney","16","Tom DeGonia","DEM","","8","28","35","2","10" 
"16","Montgomery County","007-018","08","16","State's Attorney","16","John McCarthy","DEM","Y","27","169","157","23","29" 
"16","Montgomery County","007-018","08","16","State's Attorney","16","Bernice Mireku-North","DEM","","7","51","40","7","8" 
"16","Montgomery County","007-018","08","16","State's Attorney","16","Perry Paylor","DEM","","8","20","15","2","7" 
"16","Montgomery County","007-018","08","16","Clerk Circuit Court","16","Alan S. Bowser","DEM","","4","52","34","6","13" 
"16","Montgomery County","007-018","08","16","Clerk Circuit Court","16","Karen Bushell","DEM","Y","42","174","152","19","24" 
"16","Montgomery County","007-018","08","16","Register of Wills","16","Joseph M. Griffin","DEM","Y","52","258","211","27","46" 
"16","Montgomery County","007-018","08","16","Sheriff","16","Robert Bass","DEM","","11","83","66","8","20" 
"16","Montgomery County","007-018","08","16","Sheriff","16","Maxwell Cornelius Uy","DEM","Y","34","129","134","18","23" 
"16","Montgomery County","007-018","08","16","DEM Cent Comm at Large","16","Tazeen Ahmad","DEM","","19","112","80","10","22" 
"16","Montgomery County","007-018","08","16","DEM Cent Comm at Large","16","Sarah Brand","DEM","Y","26","125","92","10","22" 
"16","Montgomery County","007-018","08","16","DEM Cent Comm at Large","16","Ilhan Cagri","DEM","","24","103","95","8","21" 
"16","Montgomery County","007-018","08","16","DEM Cent Comm at Large","16","Barbara Ebel","DEM","Y","31","109","95","7","19" 
"16","Montgomery County","007-018","08","16","DEM Cent Comm at Large","16","Marjorie Goldman","DEM","Y","29","117","95","13","16" 
"16","Montgomery County","007-018","08","16","DEM Cent Comm at Large","16","Raju Mahajan","DEM","","20","83","49","7","15" 
"16","Montgomery County","007-018","08","16","DEM Cent Comm at Large","16","Marko G. Rivera-Oven","DEM","Y","24","103","88","8","20" 
"16","Montgomery County","007-018","08","16","DEM Cent Comm at Large","16","Andrew D. Saundry","DEM","Y","27","83","96","9","17" 
"16","Montgomery County","007-018","08","16","DEM Cent Comm at Large","16","Michael Tardif","DEM","Y","26","87","95","8","19" 
"16","Montgomery County","007-018","08","16","DEM Cent Comm at Large","16","Michelle C. Whittaker","DEM","Y","14","110","68","7","19" 
"16","Montgomery County","007-018","08","16","DEM Cent Comm at Large","16","Peter Witzler","DEM","Y","25","88","89","12","9" 
"16","Montgomery County","007-018","08","16","DEM Cent Comm","16","Joanne Peter Demchok","DEM","","14","102","70","9","16" 
"16","Montgomery County","007-018","08","16","DEM Cent Comm","16","Jim Michaels","DEM","Y","29","90","88","10","19" 
"16","Montgomery County","007-018","08","16","DEM Cent Comm","16","Teresa Saavedra Woorman","DEM","Y","32","128","99","16","21" 
"16","Montgomery County","007-019","08","16","Governor / Lt. Governor","","Rushern L. Baker, III and Nancy Navarro","DEM","","1","5","5","0","1" 
"16","Montgomery County","007-019","08","16","Governor / Lt. Governor","","Jon Baron and Natalie Williams","DEM","","0","1","10","1","2" 
"16","Montgomery County","007-019","08","16","Governor / Lt. Governor","","Peter Franchot and Monique Anderson-Walker","DEM","","12","43","52","5","15" 
"16","Montgomery County","007-019","08","16","Governor / Lt. Governor","","Douglas F. Gansler and Candace Hollingsworth","DEM","","5","41","12","4","9" 
"16","Montgomery County","007-019","08","16","Governor / Lt. Governor","","Ralph W. Jaffe and Mark Greben","DEM","","0","0","0","0","0" 
"16","Montgomery County","007-019","08","16","Governor / Lt. Governor","","Ashwani Jain and LaTrece Hawkins Lytes","DEM","","1","15","8","2","3" 
"16","Montgomery County","007-019","08","16","Governor / Lt. Governor","","John King and Michelle Daugherty Siri","DEM","","6","24","16","2","7" 
"16","Montgomery County","007-019","08","16","Governor / Lt. Governor","","Wes Moore and Aruna Miller","DEM","Y","15","88","47","9","31" 
"16","Montgomery County","007-019","08","16","Governor / Lt. Governor","","Tom Perez and Shannon Sneed","DEM","","56","252","215","24","131" 
"16","Montgomery County","007-019","08","16","Governor / Lt. Governor","","Jerome M. Segal and Justinian M. Dispenza","DEM","","0","4","0","1","1" 
"16","Montgomery County","007-019","08","16","Comptroller","","Timothy J. Adams","DEM","","8","35","32","3","5" 
"16","Montgomery County","007-019","08","16","Comptroller","","Brooke Elizabeth Lierman","DEM","Y","84","394","312","43","180" 
"16","Montgomery County","007-019","08","16","Attorney General","","Anthony G. Brown","DEM","Y","34","152","99","7","50" 
"16","Montgomery County","007-019","08","16","Attorney General","","Katie Curran O'Malley","DEM","","59","296","254","38","144" 
"16","Montgomery County","007-019","08","16","U.S. Senator","","Michelle L. Smith","DEM","","6","21","17","5","5" 
